UID,Text,Parent UID,Parent Text,Hierarchy Path
"kkiDqVcSE","System Auto Lock","B-m8LNSzr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock"
"Oc2Iz_FkY","When I leave the system inactive for the selected period, the system must auto-lock. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I leave the system inactive for the selected period, the system must auto-lock. #Manual"
"tBcCEvFSL","When the system is locked due to inactivity, a ""Log Back In?"" pop-up must be shown. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When the system is locked due to inactivity, a ""Log Back In?"" pop-up must be shown. #Manual"
"MhUx3S0aA","When I click on the ""Exit Session"" button on the ""Log Back In?"" pop-up, I must get logged out. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I click on the ""Exit Session"" button on the ""Log Back In?"" pop-up, I must get logged out. #Manual"
"Miyl8jjWT","When I click on the ""Yes, I'm back"" button on the ""Log Back In?"" pop-up, I must be redirected to a ""Welcome back!"" pop-up. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I click on the ""Yes, I'm back"" button on the ""Log Back In?"" pop-up, I must be redirected to a ""Welcome back!"" pop-up. #Manual"
"9b6jt-rbd","When I click the proceed button without entering a password, the password field must show a required error ""Password is required"". #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I click the proceed button without entering a password, the password field must show a required error ""Password is required"". #Manual"
"PuUof3nOc","When I enter a password with less than 8 characters, an error ""Password must be 8 characters"" must be shown. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I enter a password with less than 8 characters, an error ""Password must be 8 characters"" must be shown. #Manual"
"nqX4EQ84v","When I enter an invalid password, an error ""Wrong Password. Please try again"" must be displayed. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I enter an invalid password, an error ""Wrong Password. Please try again"" must be displayed. #Manual"
"3Jov6RrVJ","When I click the eye icon while entering a password, I must be able to view and hide the password. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I click the eye icon while entering a password, I must be able to view and hide the password. #Manual"
"VfjeFXAWN","When I enter a valid password and click the proceed button, I must get logged into the system successfully and see a ""System unlocked successfully"" toast message. #Manual","kkiDqVcSE","System Auto Lock","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > System Auto Lock > When I enter a valid password and click the proceed button, I must get logged into the system successfully and see a ""System unlocked successfully"" toast message. #Manual"
"kNejfdPfo","File Uneditable","B-m8LNSzr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > File Uneditable"
"k6U1ZNDwh","When I open the **Files Uneditable after** dropdown, the default option must be displayed correctly. #Manual","kNejfdPfo","File Uneditable","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > File Uneditable > When I open the **Files Uneditable after** dropdown, the default option must be displayed correctly. #Manual"
"IdpzEbkKU","When I view the **Files Uneditable after** dropdown, all options must be listed and the system must apply the selected value when saved. #Manual","kNejfdPfo","File Uneditable","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > File Uneditable > When I view the **Files Uneditable after** dropdown, all options must be listed and the system must apply the selected value when saved. #Manual"
"BxRxRW32I","When I select a value from the **Files Uneditable after** dropdown and save it, the selected value must persist when I reopen the settings. #Manual","kNejfdPfo","File Uneditable","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > File Uneditable > When I select a value from the **Files Uneditable after** dropdown and save it, the selected value must persist when I reopen the settings. #Manual"
"i-5hPd7PA","When the configured number of days has passed, attempting to edit SOAP notes under Chart Notes must display an alert that the file is uneditable. #Manual","kNejfdPfo","File Uneditable","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > File Uneditable > When the configured number of days has passed, attempting to edit SOAP notes under Chart Notes must display an alert that the file is uneditable. #Manual"
"Lkd8l8zhq","Days until MD referral","B-m8LNSzr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Days until MD referral"
"nsvqbYaex","When I open the **Days Until MD Referral Alert** dropdown without any prior selection, the default option (90 days) must be selected. #Manual","Lkd8l8zhq","Days until MD referral","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Days until MD referral > When I open the **Days Until MD Referral Alert** dropdown without any prior selection, the default option (90 days) must be selected. #Manual"
"FW3IqQl_5","When I view the **Days Until MD Referral Alert** dropdown, it must contain all four options (90, 120, 150, 180 days). When I select and save any option, it must be applied correctly in chart notes SOAP notes and case statistics, and the selection must persist after saving and reloading the settings page. #Manual","Lkd8l8zhq","Days until MD referral","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Days until MD referral > When I view the **Days Until MD Referral Alert** dropdown, it must contain all four options (90, 120, 150, 180 days). When I select and save any option, it must be applied correctly in chart notes SOAP notes and case statistics, and the selection must persist after saving and reloading the settings page. #Manual"
"LnybAwvbs","When I select a value (e.g., 120 days) from the **Days Until MD Referral Alert** dropdown and save it, then revisit the settings page, the same value must still be selected. #Manual","Lkd8l8zhq","Days until MD referral","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Days until MD referral > When I select a value (e.g., 120 days) from the **Days Until MD Referral Alert** dropdown and save it, then revisit the settings page, the same value must still be selected. #Manual"
"vJFSxHZdp","When I configure a number of days (e.g., 90 days) in the **Days Until MD Referral Alert** settings and create a SOAP note, the note must be flagged with an MD referral alert once the configured number of days has elapsed. #Manual","Lkd8l8zhq","Days until MD referral","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Days until MD referral > When I configure a number of days (e.g., 90 days) in the **Days Until MD Referral Alert** settings and create a SOAP note, the note must be flagged with an MD referral alert once the configured number of days has elapsed. #Manual"
"oD8FjQmCV","Waiver","B-m8LNSzr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Waiver"
"ltFrb1l8U","Test:","oD8FjQmCV","Waiver","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Waiver > Test:"
"aL0eNp5lY","Scheduling Buffer Time","B-m8LNSzr","Test Cases","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Scheduling Buffer Time"
"kfu9yxmjx","When I open the **Scheduling Buffer Time** dropdown, all options (0, 5, 10, 15, 20, 25, 30) must be displayed. #Manual","aL0eNp5lY","Scheduling Buffer Time","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Scheduling Buffer Time > When I open the **Scheduling Buffer Time** dropdown, all options (0, 5, 10, 15, 20, 25, 30) must be displayed. #Manual"
"FZ08b1bkM","When I select a buffer time (e.g., 10 minutes) and save it, appointment slots must be spaced according to the selected buffer time. #Manual","aL0eNp5lY","Scheduling Buffer Time","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Scheduling Buffer Time > When I select a buffer time (e.g., 10 minutes) and save it, appointment slots must be spaced according to the selected buffer time. #Manual"
"-Kmp_PoM3","When I select a buffer time (e.g., 20 minutes) and save it, then revisit the settings page, the same buffer time must remain selected. #Manual","aL0eNp5lY","Scheduling Buffer Time","CodeGen/TestSuite:: for p/Client/Kinergy/Kinergy > ### TestType/Web > Admin Portal > Admin > System Settings > Other Settings > Screen 1 > Test Cases > Scheduling Buffer Time > When I select a buffer time (e.g., 20 minutes) and save it, then revisit the settings page, the same buffer time must remain selected. #Manual"
